gene_ID1	OG_id1	chr	start	end	length1	str	description1	eAED1	QI1	gene_ID2	OG_id2	start	end	length2	str	description2	eAED2	QI2	overlap
Tfasc_v1.16540-RA	OG0009050	chr12	5702369	5708465	6096	+	cyclin-A1-4 isoform X1	0.09	204|1|0.90|1|1|1|11|433|499	Tfasc_v1.16538-RA	OG0009047	5686272	5702447	16175	-	serine/threonine-protein kinase RHS3-like	0.18	0|0|0|0.37|1|1|8|0|823	79
Tfasc_v1.16607-RA	OG0016291	chr12	7759517	7759942	425	+	drebrin-like protein B	0.00	123|1|1|1|0|0|2|77|55	Tfasc_v1.16608-RA	OG0000876	7759557	7764639	5082	-	probable histidine kinase 4	0.24	21|0.90|0.91|1|0.90|0.83|12|45|627	386
Tfasc_v1.16609-RA	OG0016291	chr12	7760403	7760828	425	+	drebrin-like protein B	0.00	123|1|1|1|0|0|2|77|55	Tfasc_v1.16608-RA	OG0000876	7759557	7764639	5082	-	probable histidine kinase 4	0.24	21|0.90|0.91|1|0.90|0.83|12|45|627	426
Tfasc_v1.16643-RA	OG0011445	chr12	9058817	9061571	2754	+	reticulon-like protein B18	0.08	0|1|0.62|1|1|1|8|271|412	Tfasc_v1.16644-RA	OG0016264	9059074	9059503	429	-	reticulon-like protein B18	0.00	0|1|0|1|0|0|2|0|109	430
Tfasc_v1.16760-RA	OG0000053	chr12	14558843	14587633	28790	+	Protein FAR-RED IMPAIRED RESPONSE 1	0.56	0|0.33|0.28|0.42|0.83|0.71|7|0|553	Tfasc_v1.16759-RA	OG0000021	14557731	14559619	1888	-	uncharacterized protein LOC109725889	0.42	0|0|0|0.66|1|1|3|0|319	777
Tfasc_v1.16818-RA	OG0012755	chr12	18121158	18150073	28915	+	putative receptor-like protein kinase At4g00960	0.37	0|0.5|0.2|0.8|1|1|5|0|403	Tfasc_v1.16819-RA	OG0002813	18129381	18129676	295	-	no_blast-ips	0.09	0|1|0|1|0|0|2|0|78	296
Tfasc_v1.16945-RA	OG0000260	chr12	22654856	22657418	2562	+	rust resistance kinase Lr10-like	0.19	0|0|0|0.66|1|1|3|0|618	Tfasc_v1.16944-RA	OG0001761	22654520	22657456	2936	-	rust resistance kinase Lr10-like	0.26	0|0|0.25|1|0|0|4|660|140	2563
Tfasc_v1.16948-RA	OG0000260	chr12	22689234	22691800	2566	+	rust resistance kinase Lr10-like	0.22	0|0|0|0.66|1|1|3|0|619	Tfasc_v1.16947-RA	OG0001761	22688895	22691838	2943	-	rust resistance kinase Lr10-like	0.26	0|0|0.25|1|0|0|4|573|171	2567
Tfasc_v1.16969-RA	OG0001761	chr12	22875683	22878599	2916	+	rust resistance kinase Lr10-like	0.42	0|0|0.25|1|0|0|4|651|141	Tfasc_v1.16970-RA	OG0000260	22875721	22878071	2350	-	rust resistance kinase Lr10-like	0.49	0|0|0|0.66|1|1|3|0|264	2351
Tfasc_v1.16967-RA	OG0016293	chr12	22862342	22862622	280	+	rust resistance kinase Lr10-like	0.48	0|0|0.5|1|0|0|2|25|69	Tfasc_v1.16966-RA	OG0000384	22858160	22871283	13123	-	rust resistance kinase Lr10-like	0.64	0|0|0|0.5|1|1|4|0|393	281
Tfasc_v1.16991-RA	OG0001761	chr12	23074090	23077031	2941	+	rust resistance kinase Lr10-like	0.25	0|0|0.25|1|0|0|4|570|171	Tfasc_v1.16992-RA	OG0000260	23074128	23076695	2567	-	rust resistance kinase Lr10-like	0.16	0|0|0|1|1|1|2|0|610	2568
Tfasc_v1.16994-RA	OG0016293	chr12	23097414	23097694	280	+	rust resistance kinase Lr10-like	0.23	0|0|0.5|1|0|0|2|25|69	Tfasc_v1.16993-RA	OG0000384	23097164	23116144	18980	-	rust resistance kinase Lr10-like	0.46	0|0|0|1|1|1|2|0|270	281
Tfasc_v1.16996-RA	OG0001761	chr12	23125283	23128201	2918	+	rust resistance kinase Lr10-like	0.34	0|0|0.25|1|0|0|4|652|141	Tfasc_v1.16997-RA	OG0000260	23125321	23127873	2552	-	rust resistance kinase Lr10-like	0.39	0|0|0|0.66|1|1|3|0|614	2553
Tfasc_v1.17047-RA	OG0014291	chr12	23957665	23959262	1597	+	scopoletin glucosyltransferase-like	0.04	0|0|0|1|1|1|2|0|496	Tfasc_v1.17048-RA	OG0016842	23958801	23959187	386	-	scopoletin glucosyltransferase-like	0.49	0|-1|0|1|-1|0|1|0|128	387
Tfasc_v1.17072-RA	OG0005550	chr12	24269958	24277859	7901	+	putative disease resistance RPP13-like protein 1	0.90	0|0|0|0.16|1|1|6|0|285	Tfasc_v1.17074-RA	OG0000675	24275050	24277920	2870	-	uncharacterized protein LOC109723411	0.77	0|0|0|0.5|1|1|2|0|380	2810
Tfasc_v1.17072-RA	OG0005550	chr12	24269958	24277859	7901	+	putative disease resistance RPP13-like protein 1	0.90	0|0|0|0.16|1|1|6|0|285	Tfasc_v1.17073-RA	OG0001760	24272621	24273225	604	-	putative nuclease HARBI1	0.60	173|0|0.33|1|0|0|3|0|78	605
Tfasc_v1.17094-RA	OG0000261	chr12	24542935	24544980	2045	+	putative disease resistance RPP13-like protein 1	0.41	0|-1|0|1|-1|1|1|0|681	Tfasc_v1.17095-RA	OG0002700	24543571	24543924	353	-	putative disease resistance RPP13-like protein 1	0.42	0|1|1|1|0|0|2|110|64	354
Tfasc_v1.17126-RA	OG0015917	chr12	24982629	24995327	12698	+	uncharacterized protein LOC109716509 isoform X1	0.32	0|0.94|0.9|0.95|0.94|0.9|20|468|446	Tfasc_v1.17125-RA	OG0015915	24977285	24982701	5416	-	Glycosyl transferase	0.42	166|1|1|1|1|1|7|176|481	73
Tfasc_v1.17126-RA	OG0015917	chr12	24982629	24995327	12698	+	uncharacterized protein LOC109716509 isoform X1	0.32	0|0.94|0.9|0.95|0.94|0.9|20|468|446	Tfasc_v1.17127-RA	OG0015916	24991899	24994273	2374	-	Peroxidase 9	0.14	0|0|0|1|1|1|4|0|347	2375
Tfasc_v1.17150-RA	OG0001588	chr12	25257894	25261386	3492	+	diphthine methyltransferase homolog	0.00	175|1|1|1|0.66|0.5|4|1168|374	Tfasc_v1.17151-RA	OG0015909	25260544	25264109	3565	-	protein trichome birefringence-like 2	0.21	0|0.6|0.33|1|1|1|6|0|587	843
Tfasc_v1.22885-RA	OG0004280	chr18	225788	228117	2329	+	Protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5	0.03	161|1|1|1|0.66|0.5|4|424|393	Tfasc_v1.22886-RA	OG0004276	228104	231018	2914	-	PHD finger protein ING2	0.14	129|0.71|0.87|1|1|1|8|196|299	14
Tfasc_v1.22961-RA	OG0002402	chr18	711821	718143	6322	+	DEAD-box ATP-dependent RNA helicase 16	0.12	116|0.92|0.93|1|1|1|15|265|635	Tfasc_v1.22962-RA	OG0011559	718080	722276	4196	-	heat shock protein binding protein	0.04	194|1|1|1|1|1|7|735|234	64
Tfasc_v1.22971-RA	OG0004271	chr18	790400	801010	10610	+	U3 small nucleolar RNA-associated protein 4	0.27	0|0.33|0.36|0.94|1|1|19|0|1119	Tfasc_v1.22972-RA	OG0011562	800709	804882	4173	-	RNA-binding protein squid isoform X1	0.14	250|0.75|0.88|1|0.62|0.55|9|890|284	302
Tfasc_v1.22970-RA	OG0004271	chr18	787958	790271	2313	+	U3 small nucleolar RNA-associated protein 4-like	0.90	0|0|0|0.5|0.33|0.25|4|0|298	Tfasc_v1.22969-RA	OG0011563	780636	789785	9149	-	glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic/amyloplastic	0.15	212|1|1|1|0.93|0.87|16|1612|518	1828
Tfasc_v1.22987-RA	OG0011557	chr18	896378	898361	1983	+	hypothetical protein ACMD2_10327	0.39	267|0.5|0.66|1|0|0|3|0|92	Tfasc_v1.22988-RA	OG0002370	897738	899788	2050	-	uncharacterized protein LOC109714942	0.34	106|0.2|0.16|1|0.8|0.66|6|0|269	624
Tfasc_v1.23007-RA	OG0011557	chr18	1006277	1008502	2225	+	hypothetical protein ACMD2_10327	0.39	264|0.5|0.66|1|0|0|3|0|92	Tfasc_v1.23008-RA	OG0002370	1007879	1009923	2044	-	uncharacterized protein LOC109714942	0.33	106|0.2|0.16|1|0.8|0.83|6|0|268	624
Tfasc_v1.23018-RA	OG0018726	chr18	1056695	1057140	445	+	no_blast-ips	0.42	0|1|1|1|0|0|2|219|60	Tfasc_v1.23017-RA	OG0004268	1052682	1059673	6991	-	putative mannan synthase 7	0.13	146|0.11|0.1|1|1|1|10|0|578	446
Tfasc_v1.23048-RA	OG0011524	chr18	1237545	1246955	9410	+	centromere-associated protein E	0.01	0|0.55|0.4|1|1|1|10|330|1895	Tfasc_v1.23049-RA	OG0011521	1245582	1252149	6567	-	Apoptotic chromatin condensation inducer in the nucleus	0.07	0|0.62|0.55|0.88|0.37|0.33|9|1850|866	1374
Tfasc_v1.23102-RA	OG0011497	chr18	1656829	1661594	4765	+	uncharacterized protein LOC109722264 isoform X2	0.07	69|1|1|1|0.85|0.75|8|686|402	Tfasc_v1.23103-RA	OG0002366	1660521	1663617	3096	-	putative dihydroflavonol-4-reductase	0.13	0|0.75|0.8|1|1|1|5|334|378	1074
Tfasc_v1.23151-RA	OG0011460	chr18	2022951	2025832	2881	+	catalytic/ hydrolase	0.11	12|1|1|1|1|1|4|155|318	Tfasc_v1.23152-RA	OG0011458	2025380	2030370	4990	-	glutamic acid-rich protein-like	0.19	144|0.88|0.9|1|0.88|0.8|10|380|226	453
Tfasc_v1.23178-RA	OG0011960	chr18	2190834	2195127	4293	+	Glucose-6-phosphate 1-dehydrogenase, chloroplastic	0.17	84|1|1|1|0.81|0.75|12|308|572	Tfasc_v1.23179-RA	OG0011955	2195125	2197664	2539	-	Pollen proteins Ole e I like protein	0.01	0|0|0|1|1|1|2|0|201	3
Tfasc_v1.23266-RA	OG0011910	chr18	3066247	3068112	1865	+	Transcription factor bHLH84	0.09	0|0|0|1|1|1|5|0|355	Tfasc_v1.23265-RA	OG0011905	3066048	3075358	9310	-	pentatricopeptide repeat-containing protein At1g25360	0.13	0|0.75|0.6|1|0.75|0.6|5|916|853	1866
Tfasc_v1.23287-RA	OG0003595	chr18	3270126	3277963	7837	+	no_blast-ips	0.88	0|0|0|0.6|1|1|5|0|147	Tfasc_v1.23286-RA	OG0001378	3262512	3270174	7662	-	40S ribosomal protein S3a	0.08	0|0.83|0.71|0.85|0.83|0.71|7|322|344	49
Tfasc_v1.23307-RA	OG0000119	chr18	3579192	3588053	8861	+	GRF zinc finger containing protein	0.53	0|0|0|0.4|1|1|5|0|319	Tfasc_v1.23308-RA	OG0000053	3585133	3586557	1424	-	Protein FAR-RED IMPAIRED RESPONSE 1	0.25	0|0.8|0.5|1|1|0.83|6|88|289	1425
Tfasc_v1.23629-RA	OG0000837	chr18	13893412	13924836	31424	+	peroxidase A2-like	0.22	0|0|0|0.5|1|1|6|0|561	Tfasc_v1.23630-RA	OG0016150	13923008	13926117	3109	-	aconitate hydratase, cytoplasmic	0.48	0|0.6|0.5|1|0.6|0.5|6|117|162	1829
Tfasc_v1.23656-RA	OG0013023	chr18	14593734	14606776	13042	+	coatomer subunit gamma-2	0.15	0|0.95|0.90|1|0.85|0.81|22|298|923	Tfasc_v1.23658-RA	OG0000382	14604476	14605975	1499	-	pentatricopeptide repeat-containing protein At1g74900, mitochondrial	0.12	0|-1|0|1|-1|1|1|0|499	1500
Tfasc_v1.23663-RA	OG0000150	chr18	14690693	14695977	5284	+	none	0.00	0|1|0.5|1|0|0|2|71|61	Tfasc_v1.23662-RB	OG0000048	14695489	14695842	353	-	none	0.33	0|1|0.5|1|0|0|2|42|74	354
Tfasc_v1.23764-RA	OG0000298	chr18	16581626	16595941	14315	+	putative F-box/FBD/LRR-repeat protein	0.15	0|0.25|0|0.8|0.5|0.4|5|0|915	Tfasc_v1.23763-RA	OG0013004	16574702	16581849	7147	-	glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein	0.04	161|1|1|1|1|1|10|181|1092	224
Tfasc_v1.23784-RA	OG0012994	chr18	16843393	16851273	7880	+	serine carboxypeptidase-like 18	0.18	14|1|1|1|1|1|14|458|473	Tfasc_v1.23785-RA	OG0012992	16851193	16869703	18510	-	calcium-transporting ATPase 3, endoplasmic reticulum-type	0.23	0|1|0.96|1|1|1|29|342|920	81
Tfasc_v1.23902-RA	OG0016304	chr18	20894941	20895514	573	+	Cell number regulator 6	0.05	166|1|0.5|1|0|0|2|0|86	Tfasc_v1.23903-RA	OG0016304	20895361	20903013	7652	-	Cell number regulator 6	0.15	166|0.5|0.33|0.66|0.5|0.66|3|0|127	154
Tfasc_v1.01741-RA	OG0018196	chr2	697045	699924	2879	+	putative WRKY transcription factor 33	0.77	0|0|0|0.33|1|1|6|0|717	Tfasc_v1.01740-RA	OG0013766	695229	705286	10057	-	deoxyribonuclease ycfH	0.12	24|0.77|0.9|0.9|0.77|0.7|10|477|311	2880
Tfasc_v1.01794-RA	OG0012562	chr2	1309220	1312035	2815	+	probably inactive receptor-like protein kinase At2g46850	0.05	0|0|0|1|1|1|3|0|638	Tfasc_v1.01795-RA	OG0001518	1309961	1314076	4115	-	nascent polypeptide-associated complex subunit alpha-like protein 4	0.12	0|0.55|0.5|0.8|0.55|0.5|10|2314|231	2075
Tfasc_v1.01829-RA	OG0012577	chr2	1640450	1646120	5670	+	calcium-dependent protein kinase 26	0.15	0|1|0.85|1|1|1|7|711|552	Tfasc_v1.01830-RA	OG0012580	1646068	1649378	3310	-	glycerol kinase	0.09	49|1|1|1|1|1|4|310|372	53
Tfasc_v1.01850-RB	OG0012588	chr2	1822786	1828469	5683	+	predicted protein	0.21	124|0.90|0.83|1|0.81|0.75|12|820|379	Tfasc_v1.01852-RA	OG0012592	1827875	1830508	2633	-	protein PHR1-LIKE 3 isoform X1	0.10	0|0|0|1|1|1|6|0|310	595
Tfasc_v1.01846-RA	OG0012590	chr2	1799389	1801695	2306	+	protein PIN-LIKES 7-like	0.27	0|0|0|1|0.66|0.7|10|0|461	Tfasc_v1.01845-RA	OG0018781	1798572	1802792	4220	-	protein PIN-LIKES 7-like	0.37	0|0.5|0.42|1|0.83|0.71|7|832|169	2307
Tfasc_v1.01892-RA	OG0012609	chr2	2225795	2231073	5278	+	putative polygalacturonase	0.27	0|0|0|1|1|1|6|0|298	Tfasc_v1.01893-RA	OG0012611	2230603	2234296	3693	-	nitrate regulatory gene2 protein	0.18	0|1|0.75|1|0.66|0.5|4|1424|372	471
Tfasc_v1.01922-RA	OG0018785	chr2	2430828	2431916	1088	+	probable flavin-containing monooxygenase 1	0.31	0|0|0|1|1|1|3|0|273	Tfasc_v1.01921-RA	OG0012634	2429949	2444948	14999	-	phospholipase D delta-like isoform X1	0.28	0|1|0.90|1|0.9|0.81|11|2159|888	1089
Tfasc_v1.02040-RA	OG0013236	chr2	3622811	3625973	3162	+	VAN3-binding protein	0.18	0|1|0.83|1|1|1|6|269|396	Tfasc_v1.02041-RA	OG0004513	3625750	3628813	3063	-	formyltetrahydrofolate deformylase 1, mitochondrial-like isoform X1	0.23	138|1|0.87|1|1|1|8|250|317	224
Tfasc_v1.02149-RA	OG0013291	chr2	4566159	4574031	7872	+	putative ABC transporter C family member 15	0.08	0|0.8|0.72|1|0.8|0.54|11|332|1509	Tfasc_v1.02150-RA	OG0018799	4566159	4568138	1979	-	putative ABC transporter C family member 15	0.32	0|0.66|0.5|1|0.66|0.5|4|950|72	1980
Tfasc_v1.02177-RA	OG0001041	chr2	4781534	4784785	3251	+	mitochondrial carnitine/acylcarnitine carrier-like protein	0.07	0|0|0|0.66|0.5|0.66|3|0|307	Tfasc_v1.02176-RA	OG0003938	4778264	4781892	3628	-	uncharacterized protein LOC109707201	0.16	333|1|1|1|1|1|5|595|161	359
Tfasc_v1.02263-RA	OG0013841	chr2	5456975	5460879	3904	+	Proteasome assembly chaperone 3	0.32	186|1|1|1|0.77|0.5|10|433|129	Tfasc_v1.02264-RA	OG0002649	5460795	5468136	7341	-	DNA topoisomerase 2	0.22	0|0.16|0.05|1|1|1|19|0|1268	85
Tfasc_v1.02319-RA	OG0018817	chr2	5838192	5845960	7768	+	alkylated DNA repair protein alkB homolog 8	0.20	211|1|1|1|0.85|0.75|8|1426|349	Tfasc_v1.02320-RA	OG0004087	5845396	5847954	2558	-	pentatricopeptide repeat-containing protein At3g22150, chloroplastic	0.16	0|-1|0|1|-1|1|1|0|852	565
Tfasc_v1.02393-RA	OG0004653	chr2	6753938	6761386	7448	+	matrix metalloproteinase-2-like	0.28	0|0.75|0.8|1|0.75|0.6|5|286|387	Tfasc_v1.02394-RA	OG0004652	6760405	6761765	1360	-	NAD(P)H-quinone oxidoreductase subunit M, chloroplastic	0.26	0|0|0|1|1|1|2|0|219	982
Tfasc_v1.02411-RA	OG0013334	chr2	6956280	6961599	5319	+	elongation factor G-2, chloroplastic	0.03	187|1|1|1|0.75|0.6|5|310|782	Tfasc_v1.02412-RA	OG0013337	6961348	6971052	9704	-	predicted protein	0.16	2675|1|1|1|0.92|0.71|14|423|172	252
Tfasc_v1.02413-RA	OG0013335	chr2	6970773	6990188	19415	+	Tubulin-folding cofactor D	0.17	0|0.52|0.38|0.88|0.88|0.88|18|0|1310	Tfasc_v1.02412-RA	OG0013337	6961348	6971052	9704	-	predicted protein	0.16	2675|1|1|1|0.92|0.71|14|423|172	280
Tfasc_v1.02416-RA	OG0017455	chr2	7034388	7041897	7509	+	vacuolar-processing enzyme beta-isozyme 1	0.22	160|1|1|1|0.88|0.8|10|130|491	Tfasc_v1.02417-RA	OG0013336	7040458	7043464	3006	-	cysteine-rich repeat secretory protein 15	0.01	161|0.33|0.75|1|1|1|4|397|279	1440
Tfasc_v1.02426-RA	OG0013340	chr2	7216392	7221605	5213	+	bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4	0.22	115|1|1|1|1|1|6|351|162	Tfasc_v1.02427-RA	OG0018824	7216913	7219866	2953	-	putative ribonuclease H protein	0.22	0|0|0|0.33|1|1|3|0|250	2954
Tfasc_v1.02537-RA	OG0000280	chr2	9021304	9053351	32047	+	putative WRKY transcription factor 33	0.57	0|0|0|0.14|1|1|7|87|598	Tfasc_v1.02536-RA	OG0013368	9014205	9021359	7154	-	RNA polymerase II degradation factor 1	0.10	90|0.36|0.5|0.83|0.54|0.83|12|0|812	56
Tfasc_v1.02891-RA	OG0002780	chr2	24195399	24196050	651	+	uncharacterized protein LOC109728617 isoform X1	0.09	71|1|0|1|0|0|2|0|113	Tfasc_v1.02890-RB	OG0000084	24188054	24195618	7564	-	acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal	0.43	0|0.42|0.25|0.62|1|1|8|0|493	220
Tfasc_v1.02984-RA	OG0009837	chr2	27070778	27081020	10242	+	subtilisin-like protease SBT2.4	0.14	0|0|0|0.9|1|1|10|0|822	Tfasc_v1.02985-RA	OG0009835	27076683	27101120	24437	-	actin-related protein 9 isoform X3	0.27	59|1|1|1|0.95|0.95|21|1081|593	4338
Tfasc_v1.02994-RA	OG0001457	chr2	27321132	27323929	2797	+	WAT1-related protein	0.13	66|1|1|1|1|1|7|436|372	Tfasc_v1.02995-RA	OG0009836	27323447	27333479	10032	-	electron transfer flavoprotein subunit beta, mitochondrial	0.34	46|1|1|1|1|1|5|804|255	483
Tfasc_v1.03064-RA	OG0009809	chr2	28636756	28641454	4698	+	Prostaglandin E synthase 2	0.11	103|1|1|1|1|1|6|376|323	Tfasc_v1.03063-RA	OG0009807	28623980	28636775	12795	-	E3 ubiquitin-protein ligase RHA2A	0.42	0|0|0|0.33|1|1|3|0|147	20
Tfasc_v1.03130-RA	OG0013609	chr2	29516067	29516453	386	+	Indole-3-acetic acid-induced protein ARG7	0.02	0|-1|0|1|-1|1|1|0|128	Tfasc_v1.03129-RA	OG0018862	29514331	29519024	4693	-	hypothetical protein ACMD2_10995	0.12	0|1|1|1|0.5|0.4|5|1219|156	387
Tfasc_v1.03137-RA	OG0013610	chr2	29596770	29604287	7517	+	putative cyclic nucleotide-gated ion channel 15	0.11	458|0.87|0.66|1|1|1|9|0|718	Tfasc_v1.03138-RA	OG0018864	29599263	29600109	846	-	protein CNGC15b	0.55	0|0|0|0.66|1|1|3|0|88	847
Tfasc_v1.03204-RA	OG0001620	chr2	30360912	30372333	11421	+	probable metal-nicotianamine transporter YSL12	0.32	0|0.71|0.62|1|0.85|0.75|8|395|706	Tfasc_v1.03205-RA	OG0013634	30372128	30375476	3348	-	Replication protein A 32 kDa subunit B	0.39	20|1|1|1|1|1|10|393|280	206
Tfasc_v1.03218-RA	OG0004886	chr2	30496925	30504162	7237	+	probable RNA helicase SDE3	0.25	0|0.25|0|0.8|1|1|5|0|540	Tfasc_v1.03217-RA	OG0018868	30484608	30498159	13551	-	Vacuolar protein sorting-associated protein 52 A	0.27	292|0.64|0.66|0.66|0.71|0.73|15|0|361	1235
Tfasc_v1.03273-RA	OG0013645	chr2	31062060	31066176	4116	+	ankyrin-1 isoform X1	0.01	227|1|1|1|1|1|4|225|756	Tfasc_v1.03274-RA	OG0002579	31066059	31070402	4343	-	subtilisin-like protease SBT3.9	0.03	0|0.71|0.62|0.87|1|1|8|280|656	118
Tfasc_v1.03297-RA	OG0013666	chr2	31225300	31230635	5335	+	probable alkaline/neutral invertase B	0.06	0|0.2|0.16|1|0.6|0.33|6|194|591	Tfasc_v1.03298-RA	OG0000318	31230456	31235705	5249	-	Aspartic proteinase nepenthesin-2	0.39	0|0|0|1|1|1|5|0|654	180
Tfasc_v1.03318-RA	OG0013669	chr2	31391662	31394456	2794	+	Protein NRT1/ PTR FAMILY 7.3	0.08	0|0|0|1|0.66|0.75|4|0|579	Tfasc_v1.03317-RA	OG0017508	31389435	31394023	4588	-	protein NRT1/ PTR FAMILY 7.3-like isoform X1	0.28	0|0|0.33|1|0|0|3|783|160	2362
Tfasc_v1.29886-RA	OG0002035	chr25	41201	43271	2070	+	protein indeterminate-domain 2-like	0.31	0|0|0|0.66|0.5|0.33|3|0|237	Tfasc_v1.29885-RA	OG0017906	41106	41916	810	-	protein indeterminate-domain 2-like	0.22	0|0|0|1|1|1|2|0|129	716
Tfasc_v1.29914-RA	OG0009275	chr25	276497	288194	11697	+	uridylate kinase	0.18	0|0|0|0.8|0.77|0.7|10|0|795	Tfasc_v1.29913-RA	OG0001011	268974	276841	7867	-	pyruvate kinase 1, cytosolic	0.14	262|1|1|1|0.92|0.86|15|227|503	345
Tfasc_v1.29955-RA	OG0009309	chr25	532272	538854	6582	+	Protein transport protein SEC24	0.22	57|1|1|1|0.86|0.81|16|202|743	Tfasc_v1.29956-RA	OG0009314	538846	544539	5693	-	ABC transporter B family member 29, chloroplastic	0.18	58|0.9|1|1|0.9|0.81|11|491|642	9
Tfasc_v1.29968-RA	OG0009305	chr25	610797	612865	2068	+	photosystem I subunit O	0.28	165|1|0.75|1|1|1|4|526|144	Tfasc_v1.29967-RA	OG0009312	610702	615129	4427	-	putative pentatricopeptide repeat-containing protein At5g37570	0.15	234|0.83|0.85|1|0|0.14|7|938|318	2069
Tfasc_v1.29996-RA	OG0002158	chr25	941880	947723	5843	+	RING-H2 finger protein ATL73	0.22	0|0|0|1|1|1|2|0|454	Tfasc_v1.29997-RA	OG0001013	944123	946897	2774	-	Cytochrome b-c1 complex subunit 6	0.33	0|0.8|0.66|1|1|1|6|192|114	2775
Tfasc_v1.30074-RA	OG0003699	chr25	1483684	1490699	7015	+	aspartic proteinase Asp1-like	0.08	37|0.85|0.75|1|1|1|8|347|437	Tfasc_v1.30075-RA	OG0016323	1490635	1492399	1764	-	probable L-ascorbate peroxidase 6, chloroplastic/mitochondrial isoform X1	0.34	0|0.8|0.66|0.83|1|1|6|280|177	65
Tfasc_v1.30082-RA	OG0003699	chr25	1517865	1525006	7141	+	aspartic proteinase Asp1-like	0.18	0|0.75|0.55|0.88|1|0.88|9|347|495	Tfasc_v1.30083-RA	OG0016323	1524942	1526390	1448	-	probable L-ascorbate peroxidase 6, chloroplastic/mitochondrial isoform X1	0.35	0|1|0.8|1|1|1|5|280|180	65
Tfasc_v1.30136-RA	OG0009383	chr25	2041450	2046592	5142	+	bZIP_1 domain-containing protein	0.05	234|0.75|0.8|1|0.75|0.8|5|731|342	Tfasc_v1.30137-RA	OG0003596	2046069	2047700	1631	-	putative lipid transfer	0.30	0|0|0|0.5|1|1|2|0|134	524
Tfasc_v1.30134-RA	OG0009382	chr25	2014848	2018374	3526	+	methylthioribose-1-phosphate isomerase	0.11	264|0.87|0.88|1|1|1|9|318|372	Tfasc_v1.30135-RA	OG0009387	2017845	2028596	10751	-	ran-binding protein M homolog	0.01	226|1|1|1|0.90|0.75|12|1080|469	530
Tfasc_v1.30147-RA	OG0003709	chr25	2130866	2136738	5872	+	immune-associated nucleotide-binding protein 9	0.03	0|0.83|0.57|0.85|1|1|7|292|412	Tfasc_v1.30146-RA	OG0009389	2121718	2130868	9150	-	uncharacterized protein At4g26450 isoform X2	0.15	189|0.9|0.81|1|0.9|0.63|11|1488|686	3
Tfasc_v1.30161-RA	OG0016958	chr25	2280890	2281254	364	+	chloride channel protein CLC-c	0.35	0|0|0|1|0|0|2|0|110	Tfasc_v1.30160-RA	OG0000972	2280142	2288628	8486	-	Chloride channel protein CLC-c	0.06	0|0.2|0|1|1|1|6|0|728	365
Tfasc_v1.30188-RA	OG0009412	chr25	2645982	2646908	926	+	none	0.77	0|0|0|0.5|1|1|2|0|83	Tfasc_v1.30189-RA	OG0001479	2646680	2660710	14030	-	potassium channel KOR2-like	0.11	214|0.9|0.90|1|1|1|11|1414|665	229
Tfasc_v1.30224-RA	OG0001794	chr25	3273216	3277811	4595	+	L10-interacting MYB domain-containing protein isoform X2	0.48	257|0.5|0.33|0.66|1|1|3|0|205	Tfasc_v1.30225-RA	OG0000077	3277290	3278393	1103	-	L10-interacting MYB domain-containing protein isoform X2	0.33	0|0|0|1|1|1|4|0|281	522
Tfasc_v1.30257-RA	OG0002168	chr25	3683548	3693518	9970	+	putative RNA-binding protein Luc7-like 2	0.42	0|0.37|0.33|0.77|1|1|9|8|275	Tfasc_v1.30256-RA	OG0001487	3681162	3683684	2522	-	cytochrome b561 and DOMON domain-containing protein At3g07570	0.12	0|0|0|1|0.66|0.5|4|0|367	137
Tfasc_v1.30340-RA	OG0009441	chr25	6135558	6141821	6263	+	pentatricopeptide repeat-containing protein At4g38010	0.39	0|0|0|0.66|0|0.16|6|0|817	Tfasc_v1.30341-RA	OG0001366	6139288	6141727	2439	-	Protein FLOWERING LOCUS T	0.14	0|0|0|1|1|1|4|0|174	2440
Tfasc_v1.30406-RA	OG0004251	chr25	7486048	7489249	3201	+	Very-long-chain 3-oxoacyl-CoA reductase 1	0.03	83|0.5|0.66|1|1|1|3|173|326	Tfasc_v1.30407-RA	OG0018619	7486610	7486738	128	-	very-long-chain 3-oxoacyl-CoA reductase 1	1.00	0|-1|0|1|-1|0|1|0|42	129
Tfasc_v1.30577-RA	OG0004812	chr25	10803018	10804809	1791	+	chitinase-3-like protein 1 isoform X1	0.02	0|0|0|1|0|0.5|2|0|437	Tfasc_v1.30576-RA	OG0013437	10802274	10808648	6374	-	15-cis-zeta-carotene isomerase, chloroplastic	0.05	132|1|1|1|0.6|0.5|6|1945|374	1792
Tfasc_v1.30596-RA	OG0013433	chr25	11064453	11068839	4386	+	RPM1-interacting protein 4-like	0.02	81|0.33|0.5|1|1|1|4|0|271	Tfasc_v1.30597-RA	OG0013427	11067040	11075127	8087	-	violaxanthin de-epoxidase, chloroplastic	0.12	66|0.36|0.58|0.83|0.72|0.66|12|600|586	1800
